producer,name,source_kind,contents_kind,chart,chart_version,bundle_digest,file_count,verdict_lane,verdict_status,oci_reference,oci_published,receipt
config-workshop-catalog,catalog-kedacore-keda-2.19.0-default,helm-chart,rendered-config,keda,2.19.0,95bac2eeb03cdf4d0392ed7d66c37c81db91beeba346752f932abef73d26db1f,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/keda-2.19.0-default/receipt.yaml
config-workshop-catalog,catalog-kedacore-keda-2.19.0-no-crds,helm-chart,rendered-config,keda,2.19.0,c5a9b4bf0a0eb7786a206b54365e8ad632e96bb3f4796a51f41621fea1f276a7,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/keda-2.19.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-metallb-metallb-0.16.1-default,helm-chart,rendered-config,metallb,0.16.1,430fb6a1ec84cd0b737106c4b87ac33d9734adb9fd337767a3161c90d7ae2d4e,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/metallb-0.16.1-default/receipt.yaml
config-workshop-catalog,catalog-nats-nack-0.34.0-no-crds,helm-chart,rendered-config,nack,0.34.0,2a0e96ea4834808a0b66545eb50b94c4dc773572f699c3acad3ef2d6649a152d,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/nack-0.34.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-nats-surveyor-0.20.9-default-reviewed,helm-chart,rendered-config,surveyor,0.20.9,c39b6dd56b5c2dfaedd3860e71d1eaaed9083354b35e4cef70eae6f9b982a7b1,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/surveyor-0.20.9-default-reviewed/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-alertmanager-1.37.0-default,helm-chart,rendered-config,alertmanager,1.37.0,fc6c693435a12f92b94f3f59435e1e23af1cf4b87fc4564cda64ea502e7e1dc6,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/alertmanager-1.37.0-default/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-alertmanager-1.37.0-ha,helm-chart,rendered-config,alertmanager,1.37.0,a016dbf7647ff32935788288023d6dbd78b924f6cca645ef2081fe1d8856f8b4,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/alertmanager-1.37.0-ha/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-kube-state-metrics-7.4.0-cluster-metrics-readonly,helm-chart,rendered-config,kube-state-metrics,7.4.0,b892be5f9969f39e3a7a0fadacde77cf3b9a86ca16485d5712cc2a476bda14bc,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/kube-state-metrics-7.4.0-cluster-metrics-readonly/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-adapter-5.3.0-apiservice-v1-capability,helm-chart,rendered-config,prometheus-adapter,5.3.0,b1cfc0aa1c663e05e1c184d9cbc6e806feffb9456755ff81233058f05a795c23,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-adapter-5.3.0-apiservice-v1-capability/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-adapter-5.3.0-cluster-metrics-readonly,helm-chart,rendered-config,prometheus-adapter,5.3.0,50e586691867cf7be3f14a7c3e71839f3f8b6cae32b64a10f01362d68add983a,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-adapter-5.3.0-cluster-metrics-readonly/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-blackbox-exporter-11.10.0-cluster-metrics-readonly,helm-chart,rendered-config,prometheus-blackbox-exporter,11.10.0,43dbd48cda5a6f5aa85365fdba15a04cb328d513a0123983ec943c505a01730c,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-blackbox-exporter-11.10.0-cluster-metrics-readonly/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-node-exporter-4.55.0-cluster-metrics-readonly,helm-chart,rendered-config,prometheus-node-exporter,4.55.0,76ee8c58c2b4022743468fcbc8ccd9414853d85b951edb720268e5466638ef0d,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-node-exporter-4.55.0-cluster-metrics-readonly/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-29.8.0-server-only-ephemeral,helm-chart,rendered-config,prometheus,29.8.0,174e1729753ef551fa059f86111cfd87653ea2380dc879238cf5cc4987e78812,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-29.8.0-server-only-ephemeral/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-29.9.0-default,helm-chart,rendered-config,prometheus,29.9.0,08dacfbc1ecd3ef9956999398bbf30a7a8dd083dccde23c589853da525541d36,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-29.9.0-default/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-29.9.0-server-only-ephemeral,helm-chart,rendered-config,prometheus,29.9.0,a1ff9f44451cc28aaeed183a5d36fdf2551dbc4647714a2565c30d9512a4af8b,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/prometheus-29.9.0-server-only-ephemeral/receipt.yaml
config-workshop-catalog,catalog-secrets-store-csi-driver-secrets-store-csi-driver-1.6.0-sync-secret-rotation,helm-chart,rendered-config,secrets-store-csi-driver,1.6.0,3667c16d411f773ef20e51c9980d484eb770c1173092878f1b018f5b4377a182,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/secrets-store-csi-driver-1.6.0-sync-secret-rotation/receipt.yaml
