chart,base_variant,variant_path,path_type,quirk_origin,render_proof_status,installer_proof_status,scan_status,gitops_status,live_status,remaining_gap,evidence_path,notes
gitlab/gitlab-runner@0.89.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/gitlab/gitlab-runner/0.89.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/gitlab-gitlab-runner-0.89.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/alloy@1.8.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/alloy/1.8.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-alloy-1.8.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/grafana-alloy-default/receipt.yaml
grafana/alloy@1.8.2,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/alloy/1.8.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-alloy-1.8.2-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/grafana@10.5.15,existing-secret-ingress,existing-secret-ingress,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/grafana/10.5.15/revisions/existing-secret-ingress/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-grafana-10.5.15-existing-secret-ingress/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/grafana-grafana-existing-secret-ingress/receipt.yaml
grafana/grafana@10.5.15,generated-passwords,generated-passwords,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/grafana/grafana/10.5.15/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/grafana-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/grafana-generated-passwords/observation-receipt.json | runs/live-helm-confighub-compare/grafana-grafana-generated-passwords/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-grafana-generated-passwords/receipt.yaml | runs/live-kind-parity/grafana-grafana-generated-passwords/receipt.yaml
grafana/grafana@10.5.15,generated-passwords,customer-acme-prod,derived-confighub-variant,post-render-path,inherits-base-render,post-upload-clone,check-receipt-required,not-target-bound,not-attempted,target/live evidence may be separate,runs/derived-variant-execution/grafana-customer-acme-prod/variant-create-receipt.yaml,sourceSpace=helm-grafana-confighub-proof;downstreamSpace=Grafana-customer-acme-prod
grafana/grafana@10.5.15,generated-passwords,prod-us-east,derived-confighub-variant,post-render-path,inherits-base-render,post-upload-clone,check-receipt-required,not-target-bound,not-attempted,target/live evidence may be separate,runs/derived-variant-execution/grafana-prod-us-east/variant-create-receipt.yaml,sourceSpace=helm-grafana-confighub-proof;downstreamSpace=Grafana-prod-us-east
grafana/loki@7.0.0,simple-scalable-minio,simple-scalable-minio,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/loki/7.0.0/revisions/simple-scalable-minio/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-loki-7.0.0-simple-scalable-minio/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/grafana-loki-simple-scalable-minio/receipt.yaml
grafana/loki@7.0.0,single-binary-filesystem,single-binary-filesystem,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/grafana/loki/7.0.0/revisions/single-binary-filesystem/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/loki-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/loki-single-binary-filesystem/observation-receipt.json | runs/live-helm-confighub-compare/grafana-loki-single-binary-filesystem/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-loki-single-binary-filesystem/receipt.yaml | runs/live-kind-parity/grafana-loki-single-binary-filesystem/receipt.yaml
grafana/promtail@6.17.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/promtail/6.17.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-promtail-6.17.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/pyroscope@2.0.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/pyroscope/2.0.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-pyroscope-2.0.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/pyroscope@2.0.2,ha,ha,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/pyroscope/2.0.2/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-pyroscope-2.0.2-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/pyroscope@2.0.2,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/pyroscope/2.0.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-pyroscope-2.0.2-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/rollout-operator@0.49.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/rollout-operator/0.49.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-rollout-operator-0.49.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/rollout-operator@0.49.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/rollout-operator/0.49.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-rollout-operator-0.49.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/tempo@1.24.4,local-persistent,local-persistent,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/grafana/tempo/1.24.4/revisions/local-persistent/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/tempo-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/tempo-local-persistent/observation-receipt.json | runs/live-helm-confighub-compare/grafana-tempo-local-persistent/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-tempo-local-persistent/receipt.yaml | runs/live-kind-parity/grafana-tempo-local-persistent/receipt.yaml
grafana/tempo@1.24.4,s3-query-observability,s3-query-observability,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/tempo/1.24.4/revisions/s3-query-observability/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/grafana-tempo-1.24.4-s3-query-observability/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/grafana-tempo-s3-query-observability/receipt.yaml
haproxytech/kubernetes-ingress@1.52.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/haproxytech/kubernetes-ingress/1.52.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/haproxytech-kubernetes-ingress-1.52.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
hashicorp/consul@2.0.0,default-control-plane,default-control-plane,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/hashicorp/consul/2.0.0/revisions/default-control-plane/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/consul-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/consul-default-control-plane/observation-receipt.json | runs/live-helm-confighub-compare/hashicorp-consul-default-control-plane/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/hashicorp-consul-default-control-plane/receipt.yaml | runs/live-kind-parity/hashicorp-consul-default-control-plane/receipt.yaml
hashicorp/consul@2.0.0,secure-mesh-existing-secrets,secure-mesh-existing-secrets,base-variant,chart-or-base,pass,missing,missing,blocked,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/hashicorp/consul/2.0.0/revisions/secure-mesh-existing-secrets/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/hashicorp-consul-2.0.0-secure-mesh-existing-secrets/observation-receipt.yaml | data/runtime-gitops/receipts/hashicorp-consul/secure-mesh-existing-secrets/latest.yaml | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/hashicorp-consul-secure-mesh-existing-secrets/receipt.yaml
hashicorp/terraform@1.1.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/hashicorp/terraform/1.1.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/hashicorp-terraform-1.1.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
hashicorp/terraform@1.1.2,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/hashicorp/terraform/1.1.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/hashicorp-terraform-1.1.2-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
hashicorp/vault@0.32.0,default,default,base-variant,chart-or-base,pass,missing,missing,watch,watch,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/hashicorp/vault/0.32.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/top20-local-kind/vault-default/observation-receipt.json | runs/live-helm-confighub-compare/hashicorp-vault-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/hashicorp-vault-default/receipt.yaml | runs/live-kind-parity/hashicorp-vault-default/receipt.yaml
hashicorp/vault@0.32.0,default,regulated-prod-us-east,derived-confighub-variant,post-render-path,inherits-base-render,post-upload-clone,check-receipt-required,not-target-bound,not-attempted,target/live evidence may be separate,runs/derived-variant-execution/vault-regulated-prod-us-east/variant-create-receipt.yaml,sourceSpace=helm-vault-confighub-proof;downstreamSpace=Vault-regulated-prod-us-east
hashicorp/vault@0.32.0,default,staging-us-east,derived-confighub-variant,post-render-path,inherits-base-render,post-upload-clone,check-receipt-required,not-target-bound,not-attempted,target/live evidence may be separate,runs/derived-variant-execution/vault-staging-us-east/variant-create-receipt.yaml,sourceSpace=helm-vault-confighub-proof;downstreamSpace=Vault-staging-us-east
hashicorp/vault@0.32.0,dev-mode,dev-mode,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/hashicorp/vault/0.32.0/revisions/dev-mode/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/vault-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/vault-dev-mode/observation-receipt.json | runs/live-helm-confighub-compare/hashicorp-vault-dev-mode/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/hashicorp-vault-dev-mode/receipt.yaml | runs/live-kind-parity/hashicorp-vault-dev-mode/receipt.yaml
hashicorp/vault@0.32.0,ha-raft-ui,ha-raft-ui,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/hashicorp/vault/0.32.0/revisions/ha-raft-ui/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/hashicorp-vault-0.32.0-ha-raft-ui/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/hashicorp-vault-ha-raft-ui/receipt.yaml
ingress-nginx/ingress-nginx@4.15.1,admission-disabled,admission-disabled,base-variant,chart-or-base,pass,missing,missing,watch,watch,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/ingress-nginx/ingress-nginx/4.15.1/revisions/admission-disabled/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/top20-local-kind/ingress-nginx-admission-disabled/observation-receipt.json | runs/live-helm-confighub-compare/ingress-nginx-ingress-nginx-admission-disabled/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/ingress-nginx-ingress-nginx-admission-disabled/receipt.yaml | runs/live-kind-parity/ingress-nginx-ingress-nginx-admission-disabled/receipt.yaml
ingress-nginx/ingress-nginx@4.15.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/ingress-nginx/ingress-nginx/4.15.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/ingress-nginx-ingress-nginx-4.15.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/ingress-nginx-ingress-nginx-default/receipt.yaml
ingress-nginx/ingress-nginx@4.15.1,internal-clusterip,internal-clusterip,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/ingress-nginx/ingress-nginx/4.15.1/revisions/internal-clusterip/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/ingress-nginx-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/ingress-nginx-internal-clusterip/observation-receipt.json | runs/live-helm-confighub-compare/ingress-nginx-ingress-nginx-internal-clusterip/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/ingress-nginx-ingress-nginx-internal-clusterip/receipt.yaml | runs/live-kind-parity/ingress-nginx-ingress-nginx-internal-clusterip/receipt.yaml
istio/gateway@1.30.0,controller-default-reviewed,controller-default-reviewed,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/istio/gateway/1.30.0/revisions/controller-default-reviewed/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/istio-gateway-1.30.0-controller-default-reviewed/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
istio/gateway@1.30.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/istio/gateway/1.30.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/istio-gateway-1.30.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
istio/istiod@1.30.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/istio/istiod/1.30.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/istio-istiod-1.30.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
jaegertracing/jaeger-operator@2.57.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jaegertracing/jaeger-operator/2.57.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jaegertracing-jaeger-operator-2.57.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
jaegertracing/jaeger-operator@2.57.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jaegertracing/jaeger-operator/2.57.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jaegertracing-jaeger-operator-2.57.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
jaegertracing/jaeger@4.8.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jaegertracing/jaeger/4.8.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jaegertracing-jaeger-4.8.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
jetstack/cert-manager-csi-driver@v0.14.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jetstack/cert-manager-csi-driver/v0.14.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jetstack-cert-manager-csi-driver-v0.14.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
jetstack/cert-manager@v1.20.2,crds-enabled,crds-enabled,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/jetstack/cert-manager/v1.20.2/revisions/crds-enabled/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cert-manager-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/cert-manager-crds-enabled/observation-receipt.json | runs/live-helm-confighub-compare/jetstack-cert-manager-crds-enabled/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/jetstack-cert-manager-crds-enabled/receipt.yaml | runs/live-kind-parity/jetstack-cert-manager-crds-enabled/receipt.yaml
jetstack/cert-manager@v1.20.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jetstack/cert-manager/v1.20.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jetstack-cert-manager-v1.20.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/jetstack-cert-manager-default/receipt.yaml
jetstack/trust-manager@v0.22.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jetstack/trust-manager/v0.22.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jetstack-trust-manager-v0.22.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
jetstack/trust-manager@v0.22.1,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/jetstack/trust-manager/v0.22.1/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/jetstack-trust-manager-v0.22.1-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
kedacore/keda@2.19.0,default,default,base-variant,chart-or-base,pass,missing,missing,pass,pass,confighub_upload_variant_scan_safe_ops;live_helm_vs_confighub_dual_compare,recipes/kedacore/keda/2.19.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/kedacore-keda-2.19.0-default/observation-receipt.yaml | data/runtime-gitops/receipts/kedacore-keda/default/latest.yaml | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/kedacore-keda-default/receipt.yaml
kedacore/keda@2.19.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/kedacore/keda/2.19.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/kedacore-keda-2.19.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
kyverno/kyverno-policies@3.8.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/kyverno/kyverno-policies/3.8.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/kyverno-kyverno-policies-3.8.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
kyverno/kyverno@3.8.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/kyverno/kyverno/3.8.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/kyverno-kyverno-3.8.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
kyverno/kyverno@3.8.1,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/kyverno/kyverno/3.8.1/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/kyverno-kyverno-3.8.1-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
linkerd/linkerd-crds@1.8.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/linkerd/linkerd-crds/1.8.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/linkerd-linkerd-crds-1.8.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
