chart,version,package_path,installer_yaml,installer_oci_ref,publication_status,publication_receipt,published_digest,default_base,bases,base_count,rendered_yaml_paths,rendered_yaml_sha256s,external_requires_count,collector,transformers,public_catalog,proof_surface,chart_page,matrix_rows,setup_command,inspect_command,list_command
grafana/pyroscope,2.0.2,packages/grafana/pyroscope/2.0.2,packages/grafana/pyroscope/2.0.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-pyroscope:2.0.2,published-receipt,runs/installer-oci/grafana-pyroscope/2.0.2/installer-package-publication-receipt.yaml,993552c3be87a9fa2aa9f2d1d644caab64b0a4a0ca6c1c844e9814910bfabd04,default,default;ha;no-crds,3,packages/grafana/pyroscope/2.0.2/bases/default/upstream.yaml;packages/grafana/pyroscope/2.0.2/bases/ha/upstream.yaml;packages/grafana/pyroscope/2.0.2/bases/no-crds/upstream.yaml,24d78308d5476731eefba9ac71cee442cf9aeb21f16443557d9a6d9574449df5;4525b9a04718d1de62dbc12a161ec2f0cd119a36d68f69c0f481400d43e031cf;bd128b8d66e06802da2e56a74216e817033ebe8ed59abe878df05886ec008086,0,no,0,yes,next80-proof-grade,site/charts/grafana-pyroscope-2-0-2.html,7,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-pyroscope:2.0.2 --base default --work-dir .tmp/demo/grafana-pyroscope-2-0-2-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-pyroscope:2.0.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-pyroscope
grafana/rollout-operator,0.49.0,packages/grafana/rollout-operator/0.49.0,packages/grafana/rollout-operator/0.49.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-rollout-operator:0.49.0,published-receipt,runs/installer-oci/grafana-rollout-operator/0.49.0/installer-package-publication-receipt.yaml,57599fdeb46eab55d6a0036f708372cb403e7ffea86e73e28d76e37051f466ad,default,default;no-crds,2,packages/grafana/rollout-operator/0.49.0/bases/default/upstream.yaml;packages/grafana/rollout-operator/0.49.0/bases/no-crds/upstream.yaml,dc6b652767aec075b147247c38dbce391bb86750a54e749a45576fd6791d4763;ae6b9000b84edf8a5ad01c4399619b76ad28b808486d623fc482035ed5e3b403,2,yes,0,yes,next80-proof-grade,site/charts/grafana-rollout-operator-0-49-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-rollout-operator:0.49.0 --base default --work-dir .tmp/demo/grafana-rollout-operator-0-49-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-rollout-operator:0.49.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-rollout-operator
grafana/tempo,1.24.4,packages/grafana/tempo/1.24.4,packages/grafana/tempo/1.24.4/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-tempo:1.24.4,published-receipt,runs/installer-oci/grafana-tempo/1.24.4/installer-package-publication-receipt.yaml,0deb28ce79d22bc3b79b1f91d9fe825ce733cd6ab54e7fe54f64c9068d97f93f,local-persistent,local-persistent;s3-query-observability,2,packages/grafana/tempo/1.24.4/bases/local-persistent/upstream.yaml;packages/grafana/tempo/1.24.4/bases/s3-query-observability/upstream.yaml,df7ce7b40425eef8d057bdd80416ea3ae781ababe7ce6a154db74990c0f07905;4e981336df773cdd82b2551d35d27d61f4b39e6a3df0a9a693ac81fd0d3cf8ed,3,yes,0,yes,top20-catalog-supported,site/charts/grafana-tempo-1-24-4.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-tempo:1.24.4 --base local-persistent --work-dir .tmp/demo/grafana-tempo-1-24-4-local-persistent --non-interactive --namespace tempo,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-tempo:1.24.4,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-tempo
haproxytech/kubernetes-ingress,1.52.0,packages/haproxytech/kubernetes-ingress/1.52.0,packages/haproxytech/kubernetes-ingress/1.52.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/haproxytech-kubernetes-ingress:1.52.0,published-receipt,runs/installer-oci/haproxytech-kubernetes-ingress/1.52.0/installer-package-publication-receipt.yaml,3ca92559aab90884de3ab47d16970bab11f25951ca605a076b940cbbe1760a0f,default,default,1,packages/haproxytech/kubernetes-ingress/1.52.0/bases/default/upstream.yaml,d04b79ade525cfe276e761918d319794e8e662ef896ae3418a42e7c781ded544,0,no,0,yes,next80-proof-grade,site/charts/haproxytech-kubernetes-ingress-1-52-0.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/haproxytech-kubernetes-ingress:1.52.0 --base default --work-dir .tmp/demo/haproxytech-kubernetes-ingress-1-52-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/haproxytech-kubernetes-ingress:1.52.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/haproxytech-kubernetes-ingress
hashicorp/consul,2.0.0,packages/hashicorp/consul/2.0.0,packages/hashicorp/consul/2.0.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-consul:2.0.0,published-receipt,runs/installer-oci/hashicorp-consul/2.0.0/installer-package-publication-receipt.yaml,0ea3237ab96fd85b83b976a6c824c63f2b48168ac4543903d1e9dc21ccb5aa43,default-control-plane,default-control-plane;secure-mesh-existing-secrets,2,packages/hashicorp/consul/2.0.0/bases/default-control-plane/upstream.yaml;packages/hashicorp/consul/2.0.0/bases/secure-mesh-existing-secrets/upstream.yaml,7efa3e8b59c702c8b8fa744a0ff91198e09ad8ba0fb93a86b50c3fd9e39d29f7;0acc8c339c2965446b754c3a9c948c4f154ca6e47b074ddc3b8d315e2cb7c468,5,yes,6,yes,top20-catalog-supported,site/charts/hashicorp-consul-2-0-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-consul:2.0.0 --base default-control-plane --work-dir .tmp/demo/hashicorp-consul-2-0-0-default-control-plane --non-interactive --namespace consul,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-consul:2.0.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-consul
hashicorp/terraform,1.1.2,packages/hashicorp/terraform/1.1.2,packages/hashicorp/terraform/1.1.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-terraform:1.1.2,published-receipt,runs/installer-oci/hashicorp-terraform/1.1.2/installer-package-publication-receipt.yaml,a656ca6d20114f92209e9416d9795f0f5e90935d91e3c1906523224be94ef88e,default,default;no-crds,2,packages/hashicorp/terraform/1.1.2/bases/default/upstream.yaml;packages/hashicorp/terraform/1.1.2/bases/no-crds/upstream.yaml,5cc2a190066cc639af6f8856b1ff8e28a40e61546d53cd04f19c5b14d6c37d3b;a8b9e5e6ce83d71e19d70e4695bdda1a2cb28c26e094a0f28b70b58a3fc6a50a,5,yes,0,yes,next80-proof-grade,site/charts/hashicorp-terraform-1-1-2.html,6,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-terraform:1.1.2 --base default --work-dir .tmp/demo/hashicorp-terraform-1-1-2-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-terraform:1.1.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-terraform
hashicorp/vault,0.32.0,packages/hashicorp/vault/0.32.0,packages/hashicorp/vault/0.32.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-vault:0.32.0,published-receipt,runs/installer-oci/hashicorp-vault/0.32.0/installer-package-publication-receipt.yaml,bda474fba0b628af687c22cab27c3f0f8c17db543d39b7fc4b67db1ee27bc654,dev-mode,dev-mode;default;ha-raft-ui,3,packages/hashicorp/vault/0.32.0/bases/dev-mode/upstream.yaml;packages/hashicorp/vault/0.32.0/bases/default/upstream.yaml;packages/hashicorp/vault/0.32.0/bases/ha-raft-ui/upstream.yaml,f07ae80c317a1156f1f6ae6dc849300de0ba4683eb3ffae67cdcfcd6e8072955;6de2d61c8de0c21faa951e89ec16658bcdff22e69d78075fdd394d895a5e6978;734a212cbb2e8d11ed288d32bc8b709e859248ef5587090b04e0fa407b248b5f,1,yes,0,yes,top20-catalog-supported,site/charts/hashicorp-vault-0-32-0.html,7,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-vault:0.32.0 --base dev-mode --work-dir .tmp/demo/hashicorp-vault-0-32-0-dev-mode --non-interactive --namespace vault,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-vault:0.32.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/hashicorp-vault
ingress-nginx/ingress-nginx,4.15.1,packages/ingress-nginx/ingress-nginx/4.15.1,packages/ingress-nginx/ingress-nginx/4.15.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/ingress-nginx-ingress-nginx:4.15.1,published-receipt,runs/installer-oci/ingress-nginx-ingress-nginx/4.15.1/installer-package-publication-receipt.yaml,902a90386d015462105294ef5e7634db05017735f64ba2a435c3b8853a911bf5,default,default;admission-disabled;internal-clusterip,3,packages/ingress-nginx/ingress-nginx/4.15.1/bases/default/upstream.yaml;packages/ingress-nginx/ingress-nginx/4.15.1/bases/admission-disabled/upstream.yaml;packages/ingress-nginx/ingress-nginx/4.15.1/bases/internal-clusterip/upstream.yaml,257503d94cea6b1d59e1564805f03a59c5a2d8fdf2de2b340676df03c295a80d;ad133758fa1985241f9dd1fe766f6ca9f17e199bf7562e37b3c2834a6588c25e;a94ba2b56636baf7e732766c12c98d808b57c276156fa7a3a752b4137bf5f46a,1,yes,1,yes,top20-catalog-supported,site/charts/ingress-nginx-ingress-nginx-4-15-1.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/ingress-nginx-ingress-nginx:4.15.1 --base default --work-dir .tmp/demo/ingress-nginx-ingress-nginx-4-15-1-default --non-interactive --namespace ingress-nginx,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/ingress-nginx-ingress-nginx:4.15.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/ingress-nginx-ingress-nginx
istio/gateway,1.30.0,packages/istio/gateway/1.30.0,packages/istio/gateway/1.30.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-gateway:1.30.0,published-receipt,runs/installer-oci/istio-gateway/1.30.0/installer-package-publication-receipt.yaml,2235b01ac2590d4fdc8a99da29bd735cd053470a01e230cefea14d79ffee2270,default,default;controller-default-reviewed,2,packages/istio/gateway/1.30.0/bases/default/upstream.yaml;packages/istio/gateway/1.30.0/bases/controller-default-reviewed/upstream.yaml,07b3cb11d265a7b857b231a347be2c71742e5bc1eeb02efddd7ce71ecc1c7afc;07b3cb11d265a7b857b231a347be2c71742e5bc1eeb02efddd7ce71ecc1c7afc,0,no,0,yes,next80-proof-grade,site/charts/istio-gateway-1-30-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-gateway:1.30.0 --base default --work-dir .tmp/demo/istio-gateway-1-30-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-gateway:1.30.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-gateway
istio/istiod,1.30.0,packages/istio/istiod/1.30.0,packages/istio/istiod/1.30.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-istiod:1.30.0,published-receipt,runs/installer-oci/istio-istiod/1.30.0/installer-package-publication-receipt.yaml,084c99ec88a3b15155935d9e9bfedf875a2cb1ea77217336ae06cf4881e589c6,default,default,1,packages/istio/istiod/1.30.0/bases/default/upstream.yaml,53385181293dd9a8228f37a370148dde3cc77acecf5a3a8539fa1b8eb0f9afdf,1,yes,0,yes,next80-proof-grade,site/charts/istio-istiod-1-30-0.html,6,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-istiod:1.30.0 --base default --work-dir .tmp/demo/istio-istiod-1-30-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-istiod:1.30.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/istio-istiod
jaegertracing/jaeger-operator,2.57.0,packages/jaegertracing/jaeger-operator/2.57.0,packages/jaegertracing/jaeger-operator/2.57.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger-operator:2.57.0,published-receipt,runs/installer-oci/jaegertracing-jaeger-operator/2.57.0/installer-package-publication-receipt.yaml,f7cdd7f04e556cc0c8eadd3536ca664e7b2932f562a457b2515aa757e96da0f3,default,default;no-crds,2,packages/jaegertracing/jaeger-operator/2.57.0/bases/default/upstream.yaml;packages/jaegertracing/jaeger-operator/2.57.0/bases/no-crds/upstream.yaml,c17323ac7d71b000b42732323a79731fe3d9244ba4e641d8349a73a71b8807ab;14755312bc08dd5aad02a12a16f32a04e54adad141a93cb28ff42b2e49066975,5,yes,0,yes,next80-proof-grade,site/charts/jaegertracing-jaeger-operator-2-57-0.html,5,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger-operator:2.57.0 --base default --work-dir .tmp/demo/jaegertracing-jaeger-operator-2-57-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger-operator:2.57.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger-operator
jaegertracing/jaeger,4.8.0,packages/jaegertracing/jaeger/4.8.0,packages/jaegertracing/jaeger/4.8.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger:4.8.0,published-receipt,runs/installer-oci/jaegertracing-jaeger/4.8.0/installer-package-publication-receipt.yaml,da2ec9e5ab08908c8b005218dbc023e8621325ed6aa1915823259253430a2aac,default,default,1,packages/jaegertracing/jaeger/4.8.0/bases/default/upstream.yaml,da24b2c05d1c43492627f3d01b0d675ea01bb2acb38017a18dec5a70c55b7939,0,no,0,yes,next80-proof-grade,site/charts/jaegertracing-jaeger-4-8-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger:4.8.0 --base default --work-dir .tmp/demo/jaegertracing-jaeger-4-8-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger:4.8.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger
jetstack/cert-manager-csi-driver,v0.14.0,packages/jetstack/cert-manager-csi-driver/v0.14.0,packages/jetstack/cert-manager-csi-driver/v0.14.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager-csi-driver:v0.14.0,published-receipt,runs/installer-oci/jetstack-cert-manager-csi-driver/v0.14.0/installer-package-publication-receipt.yaml,3791114cef219f7dcb44933aa4129c7e87e63f856a87186f22af9918ec0a0951,default,default,1,packages/jetstack/cert-manager-csi-driver/v0.14.0/bases/default/upstream.yaml,2fa28f4f4c912710babcc4f46818889df3c51396a400dbce6c0245afc20056f3,0,no,0,yes,next80-proof-grade,site/charts/jetstack-cert-manager-csi-driver-v0-14-0.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager-csi-driver:v0.14.0 --base default --work-dir .tmp/demo/jetstack-cert-manager-csi-driver-v0-14-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager-csi-driver:v0.14.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager-csi-driver
jetstack/cert-manager,v1.20.2,packages/jetstack/cert-manager/v1.20.2,packages/jetstack/cert-manager/v1.20.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.20.2,published-receipt,runs/installer-oci/jetstack-cert-manager/v1.20.2/installer-package-publication-receipt.yaml,700616cd51a787ea632299f76384c287a041279a8558e02c27cd31bc8b22f2a1,default,default;crds-enabled,2,packages/jetstack/cert-manager/v1.20.2/bases/default/upstream.yaml;packages/jetstack/cert-manager/v1.20.2/bases/crds-enabled/upstream.yaml,45029db19d75e578bec74b82a0476a6580d1f7193239a210bf4873156ac725ce;e288b2413bd1919173bee6afcd823be61399f101cfe2cf61f8e0df56740fefe0,6,yes,0,yes,top20-catalog-supported,site/charts/jetstack-cert-manager-v1-20-2.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.20.2 --base default --work-dir .tmp/demo/jetstack-cert-manager-v1-20-2-default --non-interactive --namespace cert-manager,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.20.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager
jetstack/cert-manager,v1.21.0,packages/jetstack/cert-manager/v1.21.0,packages/jetstack/cert-manager/v1.21.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.21.0,published-receipt,runs/installer-oci/jetstack-cert-manager/v1.21.0/installer-package-publication-receipt.yaml,d64076a2e53f118b324ca30f8e019d812980159eaa22e3aee341ff89fa6b697e,default,default;crds-enabled,2,packages/jetstack/cert-manager/v1.21.0/bases/default/upstream.yaml;packages/jetstack/cert-manager/v1.21.0/bases/crds-enabled/upstream.yaml,9e9b6442f769b8a02974ae801946207452f7f4990e873e007e4d32ec88d9cc09;ce9f3596a16fd6af0ef68f3c292349bd4174cff361bdc2e1318901396d8f6967,6,yes,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.21.0 --base default --work-dir .tmp/demo/jetstack-cert-manager-v1-21-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.21.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager
jetstack/trust-manager,v0.22.1,packages/jetstack/trust-manager/v0.22.1,packages/jetstack/trust-manager/v0.22.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-trust-manager:v0.22.1,published-receipt,runs/installer-oci/jetstack-trust-manager/v0.22.1/installer-package-publication-receipt.yaml,59a0beec6b457b90851a9780d065f414c68eabf195c21f821e94d02e8f1c987b,default,default;no-crds,2,packages/jetstack/trust-manager/v0.22.1/bases/default/upstream.yaml;packages/jetstack/trust-manager/v0.22.1/bases/no-crds/upstream.yaml,50eb2239a5db07734497711c4e812eb111d231852c2f614e5b0a1faec7bab683;5d0b08f8abda179089de0d4acead48bd8a3752c16766ed8ef1b95478065e9250,9,yes,0,yes,next80-proof-grade,site/charts/jetstack-trust-manager-v0-22-1.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-trust-manager:v0.22.1 --base default --work-dir .tmp/demo/jetstack-trust-manager-v0-22-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-trust-manager:v0.22.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-trust-manager
karpenter/karpenter,1.14.0,packages/karpenter/karpenter/1.14.0,packages/karpenter/karpenter/1.14.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter:1.14.0,published-receipt,runs/installer-oci/karpenter-karpenter/1.14.0/installer-package-publication-receipt.yaml,2c5cca259f1499af2fd96226d0bf47a11048ab19acdc538e68ba03aa62ab57e5,default,default;eks-inference;crds-managed,3,packages/karpenter/karpenter/1.14.0/bases/default/upstream.yaml;packages/karpenter/karpenter/1.14.0/bases/eks-inference/upstream.yaml;packages/karpenter/karpenter/1.14.0/bases/crds-managed/upstream.yaml,c38230e2c3415465b9369ba43943b2f5c33fd5082b836eea705af7546383e381;27259c2a0af970cd3b87623fa209ccd9d1e37dec693f1d6b0f0bc904958db64c;cdfd98d41d43445a3c5830bd8f789012c5aa2953d4c68ee39c86490025d244cb,5,yes,3,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter:1.14.0 --base default --work-dir .tmp/demo/karpenter-karpenter-1-14-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter:1.14.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter
kedacore/keda,2.19.0,packages/kedacore/keda/2.19.0,packages/kedacore/keda/2.19.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kedacore-keda:2.19.0,published-receipt,runs/installer-oci/kedacore-keda/2.19.0/installer-package-publication-receipt.yaml,5c1160c99b28e7655f9d5fbe35f6b295097bc0ba9477d687ea387675af30768b,default,default;no-crds,2,packages/kedacore/keda/2.19.0/bases/default/upstream.yaml;packages/kedacore/keda/2.19.0/bases/no-crds/upstream.yaml,95bac2eeb03cdf4d0392ed7d66c37c81db91beeba346752f932abef73d26db1f;c5a9b4bf0a0eb7786a206b54365e8ad632e96bb3f4796a51f41621fea1f276a7,6,yes,0,yes,next80-proof-grade,site/charts/kedacore-keda-2-19-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kedacore-keda:2.19.0 --base default --work-dir .tmp/demo/kedacore-keda-2-19-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kedacore-keda:2.19.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kedacore-keda
kyverno/kyverno-policies,3.8.0,packages/kyverno/kyverno-policies/3.8.0,packages/kyverno/kyverno-policies/3.8.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.0,published-receipt,runs/installer-oci/kyverno-kyverno-policies/3.8.0/installer-package-publication-receipt.yaml,f893d8b6e3b80b313da43e3fd2f16df8fddd51b980bfd2ae1134187d3bd2a977,default,default,1,packages/kyverno/kyverno-policies/3.8.0/bases/default/upstream.yaml,e486d983f614fe17b5eb85b4a8e9088242c2b94ca3694d1e11294c44a4bc9ef9,1,yes,0,yes,next80-proof-grade,site/charts/kyverno-kyverno-policies-3-8-0.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.0 --base default --work-dir .tmp/demo/kyverno-kyverno-policies-3-8-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies
kyverno/kyverno-policies,3.8.2,packages/kyverno/kyverno-policies/3.8.2,packages/kyverno/kyverno-policies/3.8.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.2,published-receipt,runs/installer-oci/kyverno-kyverno-policies/3.8.2/installer-package-publication-receipt.yaml,e7d016fe4f673dc4887602f3408e0f7ecae189da78d71d48673fcca781487a0e,default,default,1,packages/kyverno/kyverno-policies/3.8.2/bases/default/upstream.yaml,5049b2e9cb54b8d2fa8e70cdf606a3be6ce9d13f081354067ff877c3174454f1,0,no,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.2 --base default --work-dir .tmp/demo/kyverno-kyverno-policies-3-8-2-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies
kyverno/kyverno,3.8.1,packages/kyverno/kyverno/3.8.1,packages/kyverno/kyverno/3.8.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.1,published-receipt,runs/installer-oci/kyverno-kyverno/3.8.1/installer-package-publication-receipt.yaml,fce4f2ec34412a1a55c1018ccf1a1e5eb1d6e739a456954e83e63236747264f4,default,default;no-crds,2,packages/kyverno/kyverno/3.8.1/bases/default/upstream.yaml;packages/kyverno/kyverno/3.8.1/bases/no-crds/upstream.yaml,00df8d584a2b69683a7895eff47d5a2bd6c1947827272bc518b0b79bbba80884;3a1b0dd0d65607586ee0a3ace591e776a0a13c8047cb31b43f7128febcd93227,22,yes,0,yes,next80-proof-grade,site/charts/kyverno-kyverno-3-8-1.html,6,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.1 --base default --work-dir .tmp/demo/kyverno-kyverno-3-8-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno
