name,source_type,source_name,source_version,source_selection,source_selection_kind,source_selection_provider,base,status,object_count,base_digest_role,object_digest,object_digest_role,source_record,objects,source_intent_status,materialization_status,inspection_evidence_state,inspection_result_state,materialization_evidence_state,materialization_result_state,destination_evidence_state,destination_result_state,post_deployment_evidence_state,post_deployment_result_state,flattening_verdict,lifecycle_requirements_status,route_intent_status,route_resolution_status,field_ownership_status,package_oci_ref,literal_config_oci_status,release_oci_status,policy_profile,resource_class,owner_class,change_cadence,classification_source,live_space
elastic-metricbeat-8-5-1-default,helm,elastic/metricbeat,8.5.1,default,catalog-preset,Config Workshop,default,available,14,helm-variant-revision,805a258f07a07f1cdef0ee45ee427a06e28cc18380e52368840efeb7b672e939,canonical-object-set,data/helm-render-intents/intents/elastic-metricbeat-8-5-1-default.yaml,recipes/elastic/metricbeat/8.5.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,safe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-metricbeat:8.5.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-dns-external-dns-1-21-1-default,helm,external-dns/external-dns,1.21.1,default,catalog-preset,Config Workshop,default,available,6,helm-variant-revision,764caa006e0e36ed1ad27659090d71a9ca5ff4d671962684b49500971c57ee74,canonical-object-set,data/helm-render-intents/intents/external-dns-external-dns-1-21-1-default.yaml,recipes/external-dns/external-dns/1.21.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-dns-external-dns-1-21-1-dry-run-txt-registry,helm,external-dns/external-dns,1.21.1,dry-run-txt-registry,catalog-preset,Config Workshop,dry-run-txt-registry,available,0,helm-variant-revision,8e3b831abefa8ca2b8754e4beb16fbc1e369965dc95b8f83e1de76cd8f2a3e62,canonical-object-set,data/helm-render-intents/intents/external-dns-external-dns-1-21-1-dry-run-txt-registry.yaml,recipes/external-dns/external-dns/1.21.1/revisions/dry-run-txt-registry/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-dns-external-dns-1-21-1-no-crds,helm,external-dns/external-dns,1.21.1,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,1479961761882b58c3cfcb955197ae178c15def12065e35b72023c25ac1dd7cf,canonical-object-set,data/helm-render-intents/intents/external-dns-external-dns-1-21-1-no-crds.yaml,recipes/external-dns/external-dns/1.21.1/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-secrets-external-secrets-2-5-0-default,helm,external-secrets/external-secrets,2.5.0,default,catalog-preset,Config Workshop,default,available,42,helm-variant-revision,f1c832a9af788c9d2a7a0b066d76a7d8af253d83f5b0fa39c1aa91271230d3db,canonical-object-set,data/helm-render-intents/intents/external-secrets-external-secrets-2-5-0-default.yaml,recipes/external-secrets/external-secrets/2.5.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-secrets-external-secrets-2-5-0-no-crds,helm,external-secrets/external-secrets,2.5.0,no-crds,catalog-preset,Config Workshop,no-crds,available,19,helm-variant-revision,da5857fba93e0394594d7e072b31e3cf28985392b5cc0443730a23b722d7670b,canonical-object-set,data/helm-render-intents/intents/external-secrets-external-secrets-2-5-0-no-crds.yaml,recipes/external-secrets/external-secrets/2.5.0/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-secrets-external-secrets-2-7-0-default,helm,external-secrets/external-secrets,2.7.0,default,catalog-preset,Config Workshop,default,available,43,helm-variant-revision,33f0d74470d5f0a3affc7589a1929d5dc6cd1a30b557ccfb624545820a0a0d11,canonical-object-set,data/helm-render-intents/intents/external-secrets-external-secrets-2-7-0-default.yaml,recipes/external-secrets/external-secrets/2.7.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-secrets-external-secrets-2-7-0-no-crds,helm,external-secrets/external-secrets,2.7.0,no-crds,catalog-preset,Config Workshop,no-crds,available,19,helm-variant-revision,63eae27464b7c2c352d5b4fd8c1c7aa21c6e04cf024ca530206b0f6b2d9819d1,canonical-object-set,data/helm-render-intents/intents/external-secrets-external-secrets-2-7-0-no-crds.yaml,recipes/external-secrets/external-secrets/2.7.0/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-secrets-external-secrets-2-8-0-default,helm,external-secrets/external-secrets,2.8.0,default,catalog-preset,Config Workshop,default,available,44,helm-variant-revision,bb3555fb22fc50b3cebf8a96068d20a887fcf58fc52cb3785704928cdaf40be3,canonical-object-set,data/helm-render-intents/intents/external-secrets-external-secrets-2-8-0-default.yaml,recipes/external-secrets/external-secrets/2.8.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
external-secrets-external-secrets-2-8-0-no-crds,helm,external-secrets/external-secrets,2.8.0,no-crds,catalog-preset,Config Workshop,no-crds,available,19,helm-variant-revision,75ce0bfaa1c4ed14044edbd406eaa256987967a395676e2902a280e9abfa3304,canonical-object-set,data/helm-render-intents/intents/external-secrets-external-secrets-2-8-0-no-crds.yaml,recipes/external-secrets/external-secrets/2.8.0/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
fairwinds-stable-goldilocks-10-3-0-default,helm,fairwinds-stable/goldilocks,10.3.0,default,catalog-preset,Config Workshop,default,available,9,helm-variant-revision,5939f53dfe4e6c888630fc4c30fcc478e4786a56cb0092139c418510da17d7a5,canonical-object-set,data/helm-render-intents/intents/fairwinds-stable-goldilocks-10-3-0-default.yaml,recipes/fairwinds-stable/goldilocks/10.3.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-goldilocks:10.3.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
fairwinds-stable-vpa-4-11-0-default,helm,fairwinds-stable/vpa,4.11.0,default,catalog-preset,Config Workshop,default,available,28,helm-variant-revision,9fc49375853347271950b87624ed5215a97a56370dc361b14d22f7efb157a48b,canonical-object-set,data/helm-render-intents/intents/fairwinds-stable-vpa-4-11-0-default.yaml,recipes/fairwinds-stable/vpa/4.11.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
fairwinds-stable-vpa-4-11-0-no-crds,helm,fairwinds-stable/vpa,4.11.0,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,bf99b3e1df92e9ba5da5ab284c98749da9618c5c55358dff3021639057119187,canonical-object-set,data/helm-render-intents/intents/fairwinds-stable-vpa-4-11-0-no-crds.yaml,recipes/fairwinds-stable/vpa/4.11.0/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
falcosecurity-falco-9-0-0-default,helm,falcosecurity/falco,9.0.0,default,catalog-preset,Config Workshop,default,available,6,helm-variant-revision,e417f53227667413d5d51b89157f00c603af2cd613e282816c27df69408f7648,canonical-object-set,data/helm-render-intents/intents/falcosecurity-falco-9-0-0-default.yaml,recipes/falcosecurity/falco/9.0.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falco:9.0.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
falcosecurity-falcosidekick-0-13-1-default,helm,falcosecurity/falcosidekick,0.13.1,default,catalog-preset,Config Workshop,default,available,6,helm-variant-revision,7a657f26e36fdc7b72d0ec1ba0831010739e3f84677af99e7397a500a414d0b4,canonical-object-set,data/helm-render-intents/intents/falcosecurity-falcosidekick-0-13-1-default.yaml,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falcosidekick:0.13.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
fluent-fluent-bit-0-57-6-default,helm,fluent/fluent-bit,0.57.6,default,catalog-preset,Config Workshop,default,available,6,helm-variant-revision,464d9136c0ba9e845fd81c1dbea556e717d47930d7cb58755de67ead7f8f2a2b,canonical-object-set,data/helm-render-intents/intents/fluent-fluent-bit-0-57-6-default.yaml,recipes/fluent/fluent-bit/0.57.6/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluent-bit:0.57.6,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
fluent-fluentd-0-5-3-default,helm,fluent/fluentd,0.5.3,default,catalog-preset,Config Workshop,default,available,10,helm-variant-revision,9d7c1ec5d0f201623aa61a0fa2adcb477bac4b7366f5a9b87d9b4a3754c2491a,canonical-object-set,data/helm-render-intents/intents/fluent-fluentd-0-5-3-default.yaml,recipes/fluent/fluentd/0.5.3/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluentd:0.5.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
gatekeeper-gatekeeper-3-22-2-default,helm,gatekeeper/gatekeeper,3.22.2,default,catalog-preset,Config Workshop,default,available,30,helm-variant-revision,757e7fe97f5331bd964463ed228d147bdc090f3bb6d7c34b319522124efd2e5d,canonical-object-set,data/helm-render-intents/intents/gatekeeper-gatekeeper-3-22-2-default.yaml,recipes/gatekeeper/gatekeeper/3.22.2/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gatekeeper-gatekeeper:3.22.2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
gatekeeper-gatekeeper-3-22-2-no-crds,helm,gatekeeper/gatekeeper,3.22.2,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,ab5488411d047ab53e8c5c5cece3730c66ce7c8f9cb3ff9da1135d64eca97e1c,canonical-object-set,data/helm-render-intents/intents/gatekeeper-gatekeeper-3-22-2-no-crds.yaml,recipes/gatekeeper/gatekeeper/3.22.2/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gatekeeper-gatekeeper:3.22.2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
gitlab-gitlab-runner-0-89-0-default,helm,gitlab/gitlab-runner,0.89.0,default,catalog-preset,Config Workshop,default,available,2,helm-variant-revision,ad0d78b72ba8c9c6d896ee2faf620db82e9c52d2794f3dbbcbe6f3705c43d95e,canonical-object-set,data/helm-render-intents/intents/gitlab-gitlab-runner-0-89-0-default.yaml,recipes/gitlab/gitlab-runner/0.89.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gitlab-gitlab-runner:0.89.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
grafana-alloy-1-11-0-default,helm,grafana/alloy,1.11.0,default,catalog-preset,Config Workshop,default,available,7,helm-variant-revision,d6e75fca48c764892e27664e0137148e30e34428763f411ef4eca669720e2ba6,canonical-object-set,data/helm-render-intents/intents/grafana-alloy-1-11-0-default.yaml,recipes/grafana/alloy/1.11.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.11.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
grafana-alloy-1-8-2-default,helm,grafana/alloy,1.8.2,default,catalog-preset,Config Workshop,default,available,7,helm-variant-revision,984319325f620b099f091df4c45ef851f0dd7593526f146d5271dbf477f7f37b,canonical-object-set,data/helm-render-intents/intents/grafana-alloy-1-8-2-default.yaml,recipes/grafana/alloy/1.8.2/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.8.2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
grafana-alloy-1-8-2-no-crds,helm,grafana/alloy,1.8.2,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,3284915e4cee6101e8279e10a5ef11937e6d860b01b95549079d809f64a17e22,canonical-object-set,data/helm-render-intents/intents/grafana-alloy-1-8-2-no-crds.yaml,recipes/grafana/alloy/1.8.2/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.8.2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
