name,chart,version,base,catalog_layer,recipe_path,variant_path,values_profile,namespace,release_name,rendered_objects_path,package_base_path,installer_package_oci_ref,intent_path,render_parity,confighub_scan_ops,local_kind,gitops_oci_live,live_dual_parity,two_cluster_kind,variant_promotion,lifecycle_route_contract,lifecycle_route_count,gitops_route_count,lifecycle_contract_state,lifecycle_contract_reason,lifecycle_contract_next_action,declared_target_fact_count,target_requirement_count,target_fact_action_count,target_fact_contract_state,target_fact_contract_reason,target_fact_contract_next_action,confighub_change_state,setting_overlap_policy,source_repository_url
stakater-reloader-2-2-14-default,stakater/reloader,2.2.14,default,F2a,recipes/stakater/reloader/2.2.14,recipes/stakater/reloader/2.2.14/variants/default/variant.yaml,recipes/stakater/reloader/2.2.14/effective-values.yaml,reloader,reloader,recipes/stakater/reloader/2.2.14/revisions/default/r001/rendered/release-objects.yaml,packages/stakater/reloader/2.2.14/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/stakater-reloader:2.2.14@sha256:e901ac5638834018bcee0433c2a4f8aa832bd84c8b8a958e116f6c268e672269,data/helm-render-intents/intents/stakater-reloader-2-2-14-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://stakater.github.io/stakater-charts
strimzi-strimzi-kafka-operator-1-0-0-default,strimzi/strimzi-kafka-operator,1.0.0,default,F2a,recipes/strimzi/strimzi-kafka-operator/1.0.0,recipes/strimzi/strimzi-kafka-operator/1.0.0/variants/default/variant.yaml,recipes/strimzi/strimzi-kafka-operator/1.0.0/effective-values.yaml,default,strimzi-kafka-operator,recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/default/r001/rendered/release-objects.yaml,packages/strimzi/strimzi-kafka-operator/1.0.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/strimzi-strimzi-kafka-operator:1.0.0@sha256:1d01864d246bc18e87f23aad663a5ccf8d488905b09dd4c5d41dd3e77a43b3c6,data/helm-render-intents/intents/strimzi-strimzi-kafka-operator-1-0-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://strimzi.io/charts/
strimzi-strimzi-kafka-operator-1-0-0-no-crds,strimzi/strimzi-kafka-operator,1.0.0,no-crds,F2b,recipes/strimzi/strimzi-kafka-operator/1.0.0,recipes/strimzi/strimzi-kafka-operator/1.0.0/variants/no-crds/variant.yaml,recipes/strimzi/strimzi-kafka-operator/1.0.0/effective-values-no-crds.yaml,default,strimzi-kafka-operator,recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/strimzi/strimzi-kafka-operator/1.0.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/strimzi-strimzi-kafka-operator:1.0.0@sha256:1d01864d246bc18e87f23aad663a5ccf8d488905b09dd4c5d41dd3e77a43b3c6,data/helm-render-intents/intents/strimzi-strimzi-kafka-operator-1-0-0-no-crds.yaml,yes,yes,no,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,10,10,0,attached,10 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://strimzi.io/charts/
traefik-traefik-40-2-0-default,traefik/traefik,40.2.0,default,F2a,recipes/traefik/traefik/40.2.0,recipes/traefik/traefik/40.2.0/variants/default/variant.yaml,recipes/traefik/traefik/40.2.0/effective-values.yaml,default,traefik,recipes/traefik/traefik/40.2.0/revisions/default/r001/rendered/release-objects.yaml,packages/traefik/traefik/40.2.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/traefik-traefik:40.2.0@sha256:c735927068194a19f326ff1e62c26fb87b8f5881abca750070efaa0bc4b4d123,data/helm-render-intents/intents/traefik-traefik-40-2-0-default.yaml,yes,yes,yes,yes,yes,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://traefik.github.io/charts
traefik-traefik-40-2-0-no-crds,traefik/traefik,40.2.0,no-crds,F2b,recipes/traefik/traefik/40.2.0,recipes/traefik/traefik/40.2.0/variants/no-crds/variant.yaml,recipes/traefik/traefik/40.2.0/effective-values-no-crds.yaml,default,traefik,recipes/traefik/traefik/40.2.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/traefik/traefik/40.2.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/traefik-traefik:40.2.0@sha256:c735927068194a19f326ff1e62c26fb87b8f5881abca750070efaa0bc4b4d123,data/helm-render-intents/intents/traefik-traefik-40-2-0-no-crds.yaml,yes,yes,yes,watch,watch,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://traefik.github.io/charts
traefik-traefik-41-0-2-default,traefik/traefik,41.0.2,default,F2a,recipes/traefik/traefik/41.0.2,recipes/traefik/traefik/41.0.2/variants/default/variant.yaml,recipes/traefik/traefik/41.0.2/effective-values.yaml,traefik,traefik,recipes/traefik/traefik/41.0.2/revisions/default/r001/rendered/release-objects.yaml,packages/traefik/traefik/41.0.2/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/traefik-traefik:41.0.2@sha256:ccf4b10e85db0b825f01ddd31c2c20794317f89a254e8643cee9e094b2c7ee2a,data/helm-render-intents/intents/traefik-traefik-41-0-2-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,oci://ghcr.io/traefik/helm
valkey-valkey-0-11-0-default,valkey/valkey,0.11.0,default,F2a,recipes/valkey/valkey/0.11.0,recipes/valkey/valkey/0.11.0/variants/default/variant.yaml,recipes/valkey/valkey/0.11.0/effective-values.yaml,default,valkey,recipes/valkey/valkey/0.11.0/revisions/default/r001/rendered/release-objects.yaml,packages/valkey/valkey/0.11.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/valkey-valkey:0.11.0@sha256:2fbbed3706b6947a30c6e26fc6190aa209441ef2cce1dcdbcca2586a0b2c7945,data/helm-render-intents/intents/valkey-valkey-0-11-0-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://valkey.io/valkey-helm/
velero-velero-12-0-1-default,velero/velero,12.0.1,default,F2a,recipes/velero/velero/12.0.1,recipes/velero/velero/12.0.1/variants/default/variant.yaml,recipes/velero/velero/12.0.1/effective-values.yaml,default,velero,recipes/velero/velero/12.0.1/revisions/default/r001/rendered/release-objects.yaml,packages/velero/velero/12.0.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/velero-velero:12.0.1@sha256:07ebbd16d5d17e3bceec59403189c8244c4eb22ca81b8539166f155b5a5749b7,data/helm-render-intents/intents/velero-velero-12-0-1-default.yaml,yes,yes,no,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://vmware-tanzu.github.io/helm-charts
velero-velero-12-0-1-no-crds,velero/velero,12.0.1,no-crds,F2b,recipes/velero/velero/12.0.1,recipes/velero/velero/12.0.1/variants/no-crds/variant.yaml,recipes/velero/velero/12.0.1/effective-values-no-crds.yaml,default,velero,recipes/velero/velero/12.0.1/revisions/no-crds/r001/rendered/release-objects.yaml,packages/velero/velero/12.0.1/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/velero-velero:12.0.1@sha256:07ebbd16d5d17e3bceec59403189c8244c4eb22ca81b8539166f155b5a5749b7,data/helm-render-intents/intents/velero-velero-12-0-1-no-crds.yaml,yes,yes,no,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,1,actionable-gap,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://vmware-tanzu.github.io/helm-charts
velero-velero-12-1-0-default,velero/velero,12.1.0,default,F2a,recipes/velero/velero/12.1.0,recipes/velero/velero/12.1.0/variants/default/variant.yaml,recipes/velero/velero/12.1.0/effective-values.yaml,velero,velero,recipes/velero/velero/12.1.0/revisions/default/r001/rendered/release-objects.yaml,packages/velero/velero/12.1.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/velero-velero:12.1.0@sha256:2a9fdd03dec5b0a44e7d39ee2b208844da73ddf95d94a08e383ce9b935d373e6,data/helm-render-intents/intents/velero-velero-12-1-0-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://vmware-tanzu.github.io/helm-charts
vm-victoria-logs-single-0-12-5-default,vm/victoria-logs-single,0.12.5,default,F2a,recipes/vm/victoria-logs-single/0.12.5,recipes/vm/victoria-logs-single/0.12.5/variants/default/variant.yaml,recipes/vm/victoria-logs-single/0.12.5/effective-values.yaml,default,victoria-logs-single,recipes/vm/victoria-logs-single/0.12.5/revisions/default/r001/rendered/release-objects.yaml,packages/vm/victoria-logs-single/0.12.5/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/vm-victoria-logs-single:0.12.5@sha256:15d4d5b47e14d461542c255e19a98d383fba221f8c04b6fae2a450cb5084c315,data/helm-render-intents/intents/vm-victoria-logs-single-0-12-5-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://victoriametrics.github.io/helm-charts
vm-victoria-metrics-single-0-39-0-default,vm/victoria-metrics-single,0.39.0,default,F2a,recipes/vm/victoria-metrics-single/0.39.0,recipes/vm/victoria-metrics-single/0.39.0/variants/default/variant.yaml,recipes/vm/victoria-metrics-single/0.39.0/effective-values.yaml,default,victoria-metrics-single,recipes/vm/victoria-metrics-single/0.39.0/revisions/default/r001/rendered/release-objects.yaml,packages/vm/victoria-metrics-single/0.39.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/vm-victoria-metrics-single:0.39.0@sha256:f77ea77d8eb57c2f364141cdbf10da3036b9ec7f40f2608c8d9b7bf03b422a40,data/helm-render-intents/intents/vm-victoria-metrics-single-0-39-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://victoriametrics.github.io/helm-charts
vm-victoria-metrics-single-0-39-0-default-reviewed,vm/victoria-metrics-single,0.39.0,default-reviewed,F2b,recipes/vm/victoria-metrics-single/0.39.0,recipes/vm/victoria-metrics-single/0.39.0/variants/default-reviewed/variant.yaml,recipes/vm/victoria-metrics-single/0.39.0/effective-values.yaml,default,victoria-metrics-single,recipes/vm/victoria-metrics-single/0.39.0/revisions/default-reviewed/r001/rendered/release-objects.yaml,packages/vm/victoria-metrics-single/0.39.0/bases/default-reviewed,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/vm-victoria-metrics-single:0.39.0@sha256:f77ea77d8eb57c2f364141cdbf10da3036b9ec7f40f2608c8d9b7bf03b422a40,data/helm-render-intents/intents/vm-victoria-metrics-single-0-39-0-default-reviewed.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://victoriametrics.github.io/helm-charts
