name,chart,version,base,catalog_layer,recipe_path,variant_path,values_profile,namespace,release_name,rendered_objects_path,package_base_path,installer_package_oci_ref,intent_path,render_parity,confighub_scan_ops,local_kind,gitops_oci_live,live_dual_parity,two_cluster_kind,variant_promotion,lifecycle_route_contract,lifecycle_route_count,gitops_route_count,lifecycle_contract_state,lifecycle_contract_reason,lifecycle_contract_next_action,declared_target_fact_count,target_requirement_count,target_fact_action_count,target_fact_contract_state,target_fact_contract_reason,target_fact_contract_next_action,confighub_change_state,setting_overlap_policy,source_repository_url
jaegertracing-jaeger-4-8-0-default,jaegertracing/jaeger,4.8.0,default,F2a,recipes/jaegertracing/jaeger/4.8.0,recipes/jaegertracing/jaeger/4.8.0/variants/default/variant.yaml,recipes/jaegertracing/jaeger/4.8.0/effective-values.yaml,default,jaeger,recipes/jaegertracing/jaeger/4.8.0/revisions/default/r001/rendered/release-objects.yaml,packages/jaegertracing/jaeger/4.8.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger:4.8.0@sha256:aed0f8ab81ae2d06db0e997f0386a315abd8d038931a2394074b15d3e79d3511,data/helm-render-intents/intents/jaegertracing-jaeger-4-8-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://jaegertracing.github.io/helm-charts
jaegertracing-jaeger-operator-2-57-0-default,jaegertracing/jaeger-operator,2.57.0,default,F2a,recipes/jaegertracing/jaeger-operator/2.57.0,recipes/jaegertracing/jaeger-operator/2.57.0/variants/default/variant.yaml,recipes/jaegertracing/jaeger-operator/2.57.0/effective-values.yaml,default,jaeger-operator,recipes/jaegertracing/jaeger-operator/2.57.0/revisions/default/r001/rendered/release-objects.yaml,packages/jaegertracing/jaeger-operator/2.57.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger-operator:2.57.0@sha256:2fb7189103f0f7239b1bd2b27740abe768a90dc7658aac7f1ea01d070ea35e85,data/helm-render-intents/intents/jaegertracing-jaeger-operator-2-57-0-default.yaml,yes,yes,yes,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,2,attached-with-observed-actions,2 prerequisite declarations and 2 follow-up action records are attached.,,none-in-catalog-base,review-required,https://jaegertracing.github.io/helm-charts
jaegertracing-jaeger-operator-2-57-0-no-crds,jaegertracing/jaeger-operator,2.57.0,no-crds,F2b,recipes/jaegertracing/jaeger-operator/2.57.0,recipes/jaegertracing/jaeger-operator/2.57.0/variants/no-crds/variant.yaml,recipes/jaegertracing/jaeger-operator/2.57.0/effective-values-no-crds.yaml,default,jaeger-operator,recipes/jaegertracing/jaeger-operator/2.57.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/jaegertracing/jaeger-operator/2.57.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jaegertracing-jaeger-operator:2.57.0@sha256:2fb7189103f0f7239b1bd2b27740abe768a90dc7658aac7f1ea01d070ea35e85,data/helm-render-intents/intents/jaegertracing-jaeger-operator-2-57-0-no-crds.yaml,yes,yes,no,yes,yes,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,3,3,1,attached-with-observed-actions,3 prerequisite declarations and 1 follow-up action record are attached.,,none-in-catalog-base,review-required,https://jaegertracing.github.io/helm-charts
jetstack-cert-manager-csi-driver-v0-14-0-default,jetstack/cert-manager-csi-driver,v0.14.0,default,F2a,recipes/jetstack/cert-manager-csi-driver/v0.14.0,recipes/jetstack/cert-manager-csi-driver/v0.14.0/variants/default/variant.yaml,recipes/jetstack/cert-manager-csi-driver/v0.14.0/effective-values.yaml,default,cert-manager-csi-driver,recipes/jetstack/cert-manager-csi-driver/v0.14.0/revisions/default/r001/rendered/release-objects.yaml,packages/jetstack/cert-manager-csi-driver/v0.14.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager-csi-driver:v0.14.0@sha256:6730151163271c3c2725b8aebb311cb10da69e9ce18850f19d7a58245f24050c,data/helm-render-intents/intents/jetstack-cert-manager-csi-driver-v0-14-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.jetstack.io
jetstack-cert-manager-v1-20-2-crds-enabled,jetstack/cert-manager,v1.20.2,crds-enabled,F2b,recipes/jetstack/cert-manager/v1.20.2,recipes/jetstack/cert-manager/v1.20.2/variants/crds-enabled/variant.yaml,recipes/jetstack/cert-manager/v1.20.2/effective-values-crds-enabled.yaml,cert-manager,cert-manager,recipes/jetstack/cert-manager/v1.20.2/revisions/crds-enabled/r001/rendered/release-objects.yaml,packages/jetstack/cert-manager/v1.20.2/bases/crds-enabled,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.20.2@sha256:455d6b52af442da5814a54e40a1a44abc592cc3fd366f3f14b75cb4adca17d98,data/helm-render-intents/intents/jetstack-cert-manager-v1-20-2-crds-enabled.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.jetstack.io
jetstack-cert-manager-v1-20-2-default,jetstack/cert-manager,v1.20.2,default,F2a,recipes/jetstack/cert-manager/v1.20.2,recipes/jetstack/cert-manager/v1.20.2/variants/default/variant.yaml,recipes/jetstack/cert-manager/v1.20.2/effective-values.yaml,cert-manager,cert-manager,recipes/jetstack/cert-manager/v1.20.2/revisions/default/r001/rendered/release-objects.yaml,packages/jetstack/cert-manager/v1.20.2/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.20.2@sha256:455d6b52af442da5814a54e40a1a44abc592cc3fd366f3f14b75cb4adca17d98,data/helm-render-intents/intents/jetstack-cert-manager-v1-20-2-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,6,6,0,attached,6 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.jetstack.io
jetstack-cert-manager-v1-21-0-crds-enabled,jetstack/cert-manager,v1.21.0,crds-enabled,F2b,recipes/jetstack/cert-manager/v1.21.0,recipes/jetstack/cert-manager/v1.21.0/variants/crds-enabled/variant.yaml,recipes/jetstack/cert-manager/v1.21.0/effective-values-crds-enabled.yaml,cert-manager,cert-manager,recipes/jetstack/cert-manager/v1.21.0/revisions/crds-enabled/r001/rendered/release-objects.yaml,packages/jetstack/cert-manager/v1.21.0/bases/crds-enabled,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.21.0@sha256:ae92c5a38255f010ad11ec744947834288da9449a7243faf217ddf350041e38f,data/helm-render-intents/intents/jetstack-cert-manager-v1-21-0-crds-enabled.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.jetstack.io
jetstack-cert-manager-v1-21-0-default,jetstack/cert-manager,v1.21.0,default,F2a,recipes/jetstack/cert-manager/v1.21.0,recipes/jetstack/cert-manager/v1.21.0/variants/default/variant.yaml,recipes/jetstack/cert-manager/v1.21.0/effective-values.yaml,cert-manager,cert-manager,recipes/jetstack/cert-manager/v1.21.0/revisions/default/r001/rendered/release-objects.yaml,packages/jetstack/cert-manager/v1.21.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-cert-manager:v1.21.0@sha256:ae92c5a38255f010ad11ec744947834288da9449a7243faf217ddf350041e38f,data/helm-render-intents/intents/jetstack-cert-manager-v1-21-0-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,6,6,0,attached,6 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.jetstack.io
jetstack-trust-manager-v0-22-1-default,jetstack/trust-manager,v0.22.1,default,F2a,recipes/jetstack/trust-manager/v0.22.1,recipes/jetstack/trust-manager/v0.22.1/variants/default/variant.yaml,recipes/jetstack/trust-manager/v0.22.1/effective-values.yaml,default,trust-manager,recipes/jetstack/trust-manager/v0.22.1/revisions/default/r001/rendered/release-objects.yaml,packages/jetstack/trust-manager/v0.22.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-trust-manager:v0.22.1@sha256:54579ff6a737f6c92315482874f839a2984702078b6957abec99c930b336e2c5,data/helm-render-intents/intents/jetstack-trust-manager-v0-22-1-default.yaml,yes,yes,no,watch,watch,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,4,4,0,attached,4 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.jetstack.io
jetstack-trust-manager-v0-22-1-no-crds,jetstack/trust-manager,v0.22.1,no-crds,F2b,recipes/jetstack/trust-manager/v0.22.1,recipes/jetstack/trust-manager/v0.22.1/variants/no-crds/variant.yaml,recipes/jetstack/trust-manager/v0.22.1/effective-values-no-crds.yaml,default,trust-manager,recipes/jetstack/trust-manager/v0.22.1/revisions/no-crds/r001/rendered/release-objects.yaml,packages/jetstack/trust-manager/v0.22.1/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/jetstack-trust-manager:v0.22.1@sha256:54579ff6a737f6c92315482874f839a2984702078b6957abec99c930b336e2c5,data/helm-render-intents/intents/jetstack-trust-manager-v0-22-1-no-crds.yaml,yes,yes,no,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,5,5,0,attached,5 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.jetstack.io
karpenter-karpenter-1-14-0-crds-managed,karpenter/karpenter,1.14.0,crds-managed,F2b,recipes/karpenter/karpenter/1.14.0,recipes/karpenter/karpenter/1.14.0/variants/crds-managed/variant.yaml,recipes/karpenter/karpenter/1.14.0/effective-values-crds-managed.yaml,kube-system,karpenter,recipes/karpenter/karpenter/1.14.0/revisions/crds-managed/r001/rendered/release-objects.yaml,packages/karpenter/karpenter/1.14.0/bases/crds-managed,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter:1.14.0@sha256:0d01e90b659c943e4e0fc1fcf52a6be9e784c38905afc916303138ac7ffea9aa,data/helm-render-intents/intents/karpenter-karpenter-1-14-0-crds-managed.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,7,7,0,attached,7 target prerequisites declared by this base.,,none-in-catalog-base,review-required,oci://public.ecr.aws/karpenter
karpenter-karpenter-1-14-0-default,karpenter/karpenter,1.14.0,default,F2a,recipes/karpenter/karpenter/1.14.0,recipes/karpenter/karpenter/1.14.0/variants/default/variant.yaml,recipes/karpenter/karpenter/1.14.0/effective-values.yaml,kube-system,karpenter,recipes/karpenter/karpenter/1.14.0/revisions/default/r001/rendered/release-objects.yaml,packages/karpenter/karpenter/1.14.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter:1.14.0@sha256:0d01e90b659c943e4e0fc1fcf52a6be9e784c38905afc916303138ac7ffea9aa,data/helm-render-intents/intents/karpenter-karpenter-1-14-0-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,oci://public.ecr.aws/karpenter
karpenter-karpenter-1-14-0-eks-inference,karpenter/karpenter,1.14.0,eks-inference,F2b,recipes/karpenter/karpenter/1.14.0,recipes/karpenter/karpenter/1.14.0/variants/eks-inference/variant.yaml,recipes/karpenter/karpenter/1.14.0/effective-values-eks-inference.yaml,kube-system,karpenter,recipes/karpenter/karpenter/1.14.0/revisions/eks-inference/r001/rendered/release-objects.yaml,packages/karpenter/karpenter/1.14.0/bases/eks-inference,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/karpenter-karpenter:1.14.0@sha256:0d01e90b659c943e4e0fc1fcf52a6be9e784c38905afc916303138ac7ffea9aa,data/helm-render-intents/intents/karpenter-karpenter-1-14-0-eks-inference.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,oci://public.ecr.aws/karpenter
kedacore-keda-2-19-0-default,kedacore/keda,2.19.0,default,F2a,recipes/kedacore/keda/2.19.0,recipes/kedacore/keda/2.19.0/variants/default/variant.yaml,recipes/kedacore/keda/2.19.0/effective-values.yaml,default,keda,recipes/kedacore/keda/2.19.0/revisions/default/r001/rendered/release-objects.yaml,packages/kedacore/keda/2.19.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kedacore-keda:2.19.0@sha256:490fb1b2e7d8703408b05a319b8b63ac66436d061070cf694686fa14bcc4a525,data/helm-render-intents/intents/kedacore-keda-2-19-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kedacore.github.io/charts
kedacore-keda-2-19-0-no-crds,kedacore/keda,2.19.0,no-crds,F2b,recipes/kedacore/keda/2.19.0,recipes/kedacore/keda/2.19.0/variants/no-crds/variant.yaml,recipes/kedacore/keda/2.19.0/effective-values-no-crds.yaml,default,keda,recipes/kedacore/keda/2.19.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/kedacore/keda/2.19.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kedacore-keda:2.19.0@sha256:490fb1b2e7d8703408b05a319b8b63ac66436d061070cf694686fa14bcc4a525,data/helm-render-intents/intents/kedacore-keda-2-19-0-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,yes,1,1,attached,1 lifecycle route attached for this exact chart version and base.,,6,6,0,attached,6 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://kedacore.github.io/charts
kyverno-kyverno-3-8-1-default,kyverno/kyverno,3.8.1,default,F2a,recipes/kyverno/kyverno/3.8.1,recipes/kyverno/kyverno/3.8.1/variants/default/variant.yaml,recipes/kyverno/kyverno/3.8.1/effective-values.yaml,default,kyverno,recipes/kyverno/kyverno/3.8.1/revisions/default/r001/rendered/release-objects.yaml,packages/kyverno/kyverno/3.8.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.1@sha256:13f2502075632259f7471d7043a09303d2cbee19c82c11c0485561b487288768,data/helm-render-intents/intents/kyverno-kyverno-3-8-1-default.yaml,yes,yes,yes,yes,yes,yes,proven,yes,5,5,attached,5 lifecycle routes attached for this exact chart version and base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kyverno.github.io/kyverno/
kyverno-kyverno-3-8-1-no-crds,kyverno/kyverno,3.8.1,no-crds,F2b,recipes/kyverno/kyverno/3.8.1,recipes/kyverno/kyverno/3.8.1/variants/no-crds/variant.yaml,recipes/kyverno/kyverno/3.8.1/effective-values-no-crds.yaml,default,kyverno,recipes/kyverno/kyverno/3.8.1/revisions/no-crds/r001/rendered/release-objects.yaml,packages/kyverno/kyverno/3.8.1/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.1@sha256:13f2502075632259f7471d7043a09303d2cbee19c82c11c0485561b487288768,data/helm-render-intents/intents/kyverno-kyverno-3-8-1-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,yes,6,6,attached,6 lifecycle routes attached for this exact chart version and base.,,22,22,0,attached,22 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://kyverno.github.io/kyverno/
kyverno-kyverno-3-8-2-default,kyverno/kyverno,3.8.2,default,F2a,recipes/kyverno/kyverno/3.8.2,recipes/kyverno/kyverno/3.8.2/variants/default/variant.yaml,recipes/kyverno/kyverno/3.8.2/effective-values.yaml,kyverno,kyverno,recipes/kyverno/kyverno/3.8.2/revisions/default/r001/rendered/release-objects.yaml,packages/kyverno/kyverno/3.8.2/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.2@sha256:53b06a8062c1b7e92cebb21ec9d518332ddd9e237e48aa991b3bbfde9f798db3,data/helm-render-intents/intents/kyverno-kyverno-3-8-2-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,yes,5,5,actionable-gap,"5 lifecycle route mappings are attached, but 5 still use evidence from 3.8.1 instead of 3.8.2.","Run the lifecycle proof for 3.8.2, then update the route source version and receipt.",0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kyverno.github.io/kyverno
kyverno-kyverno-policies-3-8-0-default,kyverno/kyverno-policies,3.8.0,default,F2a,recipes/kyverno/kyverno-policies/3.8.0,recipes/kyverno/kyverno-policies/3.8.0/variants/default/variant.yaml,recipes/kyverno/kyverno-policies/3.8.0/effective-values.yaml,default,kyverno-policies,recipes/kyverno/kyverno-policies/3.8.0/revisions/default/r001/rendered/release-objects.yaml,packages/kyverno/kyverno-policies/3.8.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.0@sha256:322525fd8fd73a75a3ad61407dce90763352833b83b58b0fb91ba7601faee1ad,data/helm-render-intents/intents/kyverno-kyverno-policies-3-8-0-default.yaml,yes,yes,yes,watch,watch,watch,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://kyverno.github.io/kyverno/
kyverno-kyverno-policies-3-8-2-default,kyverno/kyverno-policies,3.8.2,default,F2a,recipes/kyverno/kyverno-policies/3.8.2,recipes/kyverno/kyverno-policies/3.8.2/variants/default/variant.yaml,recipes/kyverno/kyverno-policies/3.8.2/effective-values.yaml,kyverno,kyverno-policies,recipes/kyverno/kyverno-policies/3.8.2/revisions/default/r001/rendered/release-objects.yaml,packages/kyverno/kyverno-policies/3.8.2/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno-policies:3.8.2@sha256:204b16876ea9d7f9a487d3ad884f9b0c5f41e0e9a01d8b8c37c7bb6693575460,data/helm-render-intents/intents/kyverno-kyverno-policies-3-8-2-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kyverno.github.io/kyverno
linkerd-linkerd-crds-1-8-0-default,linkerd/linkerd-crds,1.8.0,default,F2a,recipes/linkerd/linkerd-crds/1.8.0,recipes/linkerd/linkerd-crds/1.8.0/variants/default/variant.yaml,recipes/linkerd/linkerd-crds/1.8.0/effective-values.yaml,default,linkerd-crds,recipes/linkerd/linkerd-crds/1.8.0/revisions/default/r001/rendered/release-objects.yaml,packages/linkerd/linkerd-crds/1.8.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/linkerd-linkerd-crds:1.8.0@sha256:8d8bc4eda1159e55ef8ece33e6b6369ae2fe7b83e4b820d6bc4ac06ed3f6908c,data/helm-render-intents/intents/linkerd-linkerd-crds-1-8-0-default.yaml,yes,yes,yes,watch,watch,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://helm.linkerd.io/stable
longhorn-longhorn-1-11-2-default,longhorn/longhorn,1.11.2,default,F2a,recipes/longhorn/longhorn/1.11.2,recipes/longhorn/longhorn/1.11.2/variants/default/variant.yaml,recipes/longhorn/longhorn/1.11.2/effective-values.yaml,longhorn-system,longhorn,recipes/longhorn/longhorn/1.11.2/revisions/default/r001/rendered/release-objects.yaml,packages/longhorn/longhorn/1.11.2/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.11.2@sha256:a6fcbe3cb5728a096f61c52fc8a0a4034a9511b0bbfb8a9cfedf91313a3a4064,data/helm-render-intents/intents/longhorn-longhorn-1-11-2-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.longhorn.io
longhorn-longhorn-1-11-2-ui-ingress,longhorn/longhorn,1.11.2,ui-ingress,F2b,recipes/longhorn/longhorn/1.11.2,recipes/longhorn/longhorn/1.11.2/variants/ui-ingress/variant.yaml,recipes/longhorn/longhorn/1.11.2/effective-values-ui-ingress.yaml,longhorn-system,longhorn,recipes/longhorn/longhorn/1.11.2/revisions/ui-ingress/r001/rendered/release-objects.yaml,packages/longhorn/longhorn/1.11.2/bases/ui-ingress,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.11.2@sha256:a6fcbe3cb5728a096f61c52fc8a0a4034a9511b0bbfb8a9cfedf91313a3a4064,data/helm-render-intents/intents/longhorn-longhorn-1-11-2-ui-ingress.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.longhorn.io
longhorn-longhorn-1-12-0-default,longhorn/longhorn,1.12.0,default,F2a,recipes/longhorn/longhorn/1.12.0,recipes/longhorn/longhorn/1.12.0/variants/default/variant.yaml,recipes/longhorn/longhorn/1.12.0/effective-values.yaml,longhorn-system,longhorn,recipes/longhorn/longhorn/1.12.0/revisions/default/r001/rendered/release-objects.yaml,packages/longhorn/longhorn/1.12.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.12.0@sha256:c39d4513809ca0a533d871bd93424e8f44c50e020de639e6758dc643ceb2c912,data/helm-render-intents/intents/longhorn-longhorn-1-12-0-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.longhorn.io
metallb-metallb-0-16-1-default,metallb/metallb,0.16.1,default,F2a,recipes/metallb/metallb/0.16.1,recipes/metallb/metallb/0.16.1/variants/default/variant.yaml,recipes/metallb/metallb/0.16.1/effective-values.yaml,metallb-system,metallb,recipes/metallb/metallb/0.16.1/revisions/default/r001/rendered/release-objects.yaml,packages/metallb/metallb/0.16.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metallb-metallb:0.16.1@sha256:9889faee92425826615cec041c02335349bb843268cbef1114312dc8b15e252d,data/helm-render-intents/intents/metallb-metallb-0-16-1-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://metallb.github.io/metallb
metrics-server-metrics-server-3-13-0-default,metrics-server/metrics-server,3.13.0,default,F2a,recipes/metrics-server/metrics-server/3.13.0,recipes/metrics-server/metrics-server/3.13.0/variants/default/variant.yaml,recipes/metrics-server/metrics-server/3.13.0/effective-values.yaml,kube-system,metrics-server,recipes/metrics-server/metrics-server/3.13.0/revisions/default/r001/rendered/release-objects.yaml,packages/metrics-server/metrics-server/3.13.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.0@sha256:ebe6356044a23425f14c440f195f89f82569962a2aa6ddb25fc8503e0978d50b,data/helm-render-intents/intents/metrics-server-metrics-server-3-13-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/metrics-server/
