chart,feature,status,support_meaning,evidence
jaegertracing/jaeger-operator@2.57.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,generates_secrets,yes,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,existing_secret,NOT built - chart ships no Secret toggle (#113),bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,install_vs_upgrade,yes - renders differ install vs upgrade,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jaegertracing/jaeger@4.8.0,not_yet_enabled,existing-secret (chart ships no Secret toggle - #113),hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,extension_slots,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager-csi-driver@v0.14.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/cert-manager@v1.20.2,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/jetstack/cert-manager/v1.20.2/helm-pain-report.yaml;recipes/jetstack/cert-manager/v1.20.2/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,crds,present,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
jetstack/trust-manager@v0.22.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/weirdness-and-mitigations.md
kedacore/keda@2.19.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
kedacore/keda@2.19.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
kedacore/keda@2.19.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
kedacore/keda@2.19.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
kedacore/keda@2.19.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
kedacore/keda@2.19.0,crds,present,CRDs are present; count 6; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
kedacore/keda@2.19.0,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/kedacore/keda/2.19.0/helm-pain-report.yaml;recipes/kedacore/keda/2.19.0/weirdness-and-mitigations.md
