chart,feature,status,support_meaning,evidence
haproxytech/kubernetes-ingress@1.52.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/weirdness-and-mitigations.md
haproxytech/kubernetes-ingress@1.52.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/weirdness-and-mitigations.md
haproxytech/kubernetes-ingress@1.52.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/weirdness-and-mitigations.md
haproxytech/kubernetes-ingress@1.52.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/weirdness-and-mitigations.md
haproxytech/kubernetes-ingress@1.52.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,no_crds_variant,buildable - not yet run,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,webhooks,present,admission webhooks are present; count 2; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,install_vs_upgrade,yes - renders differ install vs upgrade,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,buildable_not_yet_run,no-crds (buildable - not yet run); ingress-tls (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/consul@2.0.0,not_yet_enabled,ha (curated proof lane - bespoke teaching needed),hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/hashicorp/consul/2.0.0/helm-pain-report.yaml;recipes/hashicorp/consul/2.0.0/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,crds,present,CRDs are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,extension_slots,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/terraform@1.1.2,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,webhooks,present,admission webhooks are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,values_schema,yes - values.schema.json,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,buildable_not_yet_run,ingress-tls (buildable - not yet run); tls (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
hashicorp/vault@0.32.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/hashicorp/vault/0.32.0/helm-pain-report.yaml;recipes/hashicorp/vault/0.32.0/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,webhooks,present,admission webhooks are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,extension_slots,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
ingress-nginx/ingress-nginx@4.15.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/ingress-nginx/ingress-nginx/4.15.1/helm-pain-report.yaml;recipes/ingress-nginx/ingress-nginx/4.15.1/weirdness-and-mitigations.md
istio/gateway@1.30.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,extension_slots,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/gateway@1.30.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
istio/istiod@1.30.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,crds,present,CRDs are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,webhooks,present,admission webhooks are present; count 2; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
jaegertracing/jaeger-operator@2.57.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/weirdness-and-mitigations.md
