chart,base,outcome_level,render_parity,in_confighub,local_live,lifecycle_observation,lifecycle_receipt,lifecycle_policy,gitops_oci_live,live_helm_vs_confighub_parity,two_cluster_kind_parity,two_cluster_kind_parity_reason,complete_core_lane_set,missing_or_non_pass_lanes,recipe_path,package_path,variant_revision,evidence_notes
elastic/logstash@8.5.1,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/elastic/logstash/8.5.1,packages/elastic/logstash/8.5.1,recipes/elastic/logstash/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/logstash-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-logstash-8.5.1-default/observation-receipt.yaml | runs/live-helm-confighub-compare/elastic-logstash-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/elastic-logstash-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/elastic-logstash-default/receipt.yaml | runs/live-kind-parity/elastic-logstash-default/receipt.yaml
elastic/logstash@8.5.1,ha,live-parity,pass,pass,fail,missing,,,pass,pass,missing,,no,local_kind_kubectl_apply,recipes/elastic/logstash/8.5.1,packages/elastic/logstash/8.5.1,recipes/elastic/logstash/8.5.1/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/logstash-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-logstash-8.5.1-ha/observation-receipt.yaml | runs/live-helm-confighub-compare/elastic-logstash-ha/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/elastic-logstash-ha/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/elastic-logstash-ha/receipt.yaml | no two-cluster kind parity receipt in this repo
elastic/metricbeat@8.5.1,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/metricbeat/8.5.1,packages/elastic/metricbeat/8.5.1,recipes/elastic/metricbeat/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-metricbeat-8-5-1-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-metricbeat-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
external-dns/external-dns@1.21.1,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/external-dns/external-dns/1.21.1,packages/external-dns/external-dns/1.21.1,recipes/external-dns/external-dns/1.21.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/external-dns-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/external-dns-external-dns-1.21.1-default/observation-receipt.yaml | runs/live-helm-confighub-compare/external-dns-external-dns-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/external-dns-external-dns-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/external-dns-external-dns-default/receipt.yaml | no two-cluster kind parity receipt in this repo
external-dns/external-dns@1.21.1,dry-run-txt-registry,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/external-dns/external-dns/1.21.1,packages/external-dns/external-dns/1.21.1,recipes/external-dns/external-dns/1.21.1/revisions/dry-run-txt-registry/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/external-dns-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/external-dns-external-dns-1.21.1-dry-run-txt-registry/observation-receipt.yaml | runs/live-helm-confighub-compare/external-dns-external-dns-dry-run-txt-registry/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/external-dns-external-dns-dry-run-txt-registry/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/external-dns-external-dns-dry-run-txt-registry/receipt.yaml | runs/live-kind-parity/external-dns-external-dns-dry-run-txt-registry/receipt.yaml
external-dns/external-dns@1.21.1,no-crds,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/external-dns/external-dns/1.21.1,packages/external-dns/external-dns/1.21.1,recipes/external-dns/external-dns/1.21.1/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/external-dns-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/external-dns-external-dns-1.21.1-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/external-dns-external-dns-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/external-dns-external-dns-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/external-dns-external-dns-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
external-secrets/external-secrets@2.5.0,default,live-parity,pass,pass,pass,pass,runs/lifecycle-observations/cert-manager-eso/external-secrets-external-secrets-default/receipt.yaml,controller-lifecycle-observation;crds-rendered-by-base-variant;no-helm-hook,pass,pass,pass,,yes,none,recipes/external-secrets/external-secrets/2.5.0,packages/external-secrets/external-secrets/2.5.0,recipes/external-secrets/external-secrets/2.5.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/external-secrets-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/external-secrets-default/observation-receipt.json | runs/live-helm-confighub-compare/external-secrets-external-secrets-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/external-secrets-external-secrets-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/external-secrets-external-secrets-default/receipt.yaml | lifecycle observation: runs/lifecycle-observations/cert-manager-eso/external-secrets-external-secrets-default/receipt.yaml | runs/live-kind-parity/external-secrets-external-secrets-default/receipt.yaml
external-secrets/external-secrets@2.5.0,no-crds,live-parity,pass,pass,pass,pass,runs/lifecycle-observations/cert-manager-eso/external-secrets-external-secrets-no-crds/receipt.yaml,controller-lifecycle-observation;external-crds-required;no-helm-hook,pass,pass,pass,,yes,none,recipes/external-secrets/external-secrets/2.5.0,packages/external-secrets/external-secrets/2.5.0,recipes/external-secrets/external-secrets/2.5.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/external-secrets-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/external-secrets-external-secrets-2.5.0-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/external-secrets-external-secrets-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/external-secrets-external-secrets-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/external-secrets-external-secrets-no-crds/receipt.yaml | lifecycle observation: runs/lifecycle-observations/cert-manager-eso/external-secrets-external-secrets-no-crds/receipt.yaml | runs/live-kind-parity/external-secrets-external-secrets-no-crds/receipt.yaml
fairwinds-stable/goldilocks@10.3.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/fairwinds-stable/goldilocks/10.3.0,packages/fairwinds-stable/goldilocks/10.3.0,recipes/fairwinds-stable/goldilocks/10.3.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/goldilocks-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/fairwinds-stable-goldilocks-10.3.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/fairwinds-stable-goldilocks-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/fairwinds-stable-goldilocks-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/fairwinds-stable-goldilocks-default/receipt.yaml | no two-cluster kind parity receipt in this repo
fairwinds-stable/vpa@4.11.0,default,live-parity,pass,pass,pass,pass,data/webhook-cert-lifecycle/receipts/fairwinds-stable-vpa-4.11.0-default.yaml,webhook-cert-lifecycle;generated-fact-staged-secret;staged-crds=0,pass,pass,missing,,yes,none,recipes/fairwinds-stable/vpa/4.11.0,packages/fairwinds-stable/vpa/4.11.0,recipes/fairwinds-stable/vpa/4.11.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/vpa-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/fairwinds-stable-vpa-4.11.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/fairwinds-stable-vpa-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/fairwinds-stable-vpa-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/fairwinds-stable-vpa-default/receipt.yaml | lifecycle observation: data/webhook-cert-lifecycle/receipts/fairwinds-stable-vpa-4.11.0-default.yaml | no two-cluster kind parity receipt in this repo
fairwinds-stable/vpa@4.11.0,no-crds,live-parity,pass,pass,pass,pass,data/webhook-cert-lifecycle/receipts/fairwinds-stable-vpa-4.11.0-no-crds.yaml,webhook-cert-lifecycle;target-facts-staged-crds-and-secret;staged-crds=2,pass,pass,missing,,yes,none,recipes/fairwinds-stable/vpa/4.11.0,packages/fairwinds-stable/vpa/4.11.0,recipes/fairwinds-stable/vpa/4.11.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/vpa-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/fairwinds-stable-vpa-4.11.0-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/fairwinds-stable-vpa-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/fairwinds-stable-vpa-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/fairwinds-stable-vpa-no-crds/receipt.yaml | lifecycle observation: data/webhook-cert-lifecycle/receipts/fairwinds-stable-vpa-4.11.0-no-crds.yaml | no two-cluster kind parity receipt in this repo
falcosecurity/falco@9.0.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/falcosecurity/falco/9.0.0,packages/falcosecurity/falco/9.0.0,recipes/falcosecurity/falco/9.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/falco-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/falcosecurity-falco-9.0.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/falcosecurity-falco-default/receipt.yaml | no two-cluster kind parity receipt in this repo
falcosecurity/falcosidekick@0.13.1,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/falcosecurity/falcosidekick/0.13.1,packages/falcosecurity/falcosidekick/0.13.1,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/falcosidekick-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/falcosecurity-falcosidekick-0.13.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/falcosecurity-falcosidekick-default/receipt.yaml | no two-cluster kind parity receipt in this repo
fluent/fluent-bit@0.57.6,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/fluent/fluent-bit/0.57.6,packages/fluent/fluent-bit/0.57.6,recipes/fluent/fluent-bit/0.57.6/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/fluent-bit-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/fluent-fluent-bit-0.57.6-default/observation-receipt.yaml | runs/live-helm-confighub-compare/fluent-fluent-bit-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/fluent-fluent-bit-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/fluent-fluent-bit-default/receipt.yaml | no two-cluster kind parity receipt in this repo
fluent/fluentd@0.5.3,default,local-live,pass,pass,pass,missing,,,watch,watch,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/fluent/fluentd/0.5.3,packages/fluent/fluentd/0.5.3,recipes/fluent/fluentd/0.5.3/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/fluentd-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/fluent-fluentd-0.5.3-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/fluent-fluentd-default/receipt.yaml | no two-cluster kind parity receipt in this repo
gatekeeper/gatekeeper@3.22.2,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/gatekeeper/gatekeeper/3.22.2,packages/gatekeeper/gatekeeper/3.22.2,recipes/gatekeeper/gatekeeper/3.22.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/gatekeeper-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/gatekeeper-gatekeeper-3.22.2-default/observation-receipt.yaml | runs/live-helm-confighub-compare/gatekeeper-gatekeeper-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/gatekeeper-gatekeeper-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/gatekeeper-gatekeeper-default/receipt.yaml | runs/live-kind-parity/gatekeeper-gatekeeper-default/receipt.yaml
gatekeeper/gatekeeper@3.22.2,no-crds,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/gatekeeper/gatekeeper/3.22.2,packages/gatekeeper/gatekeeper/3.22.2,recipes/gatekeeper/gatekeeper/3.22.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/gatekeeper-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/gatekeeper-gatekeeper-3.22.2-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/gatekeeper-gatekeeper-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/gatekeeper-gatekeeper-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/gatekeeper-gatekeeper-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
gitlab/gitlab-runner@0.89.0,default,in-confighub,pass,pass,fail,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/gitlab/gitlab-runner/0.89.0,packages/gitlab/gitlab-runner/0.89.0,recipes/gitlab/gitlab-runner/0.89.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/gitlab-runner-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/gitlab-gitlab-runner-0.89.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/alloy@1.8.2,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/grafana/alloy/1.8.2,packages/grafana/alloy/1.8.2,recipes/grafana/alloy/1.8.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/grafana-alloy-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-alloy-1.8.2-default/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-alloy-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-alloy-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-alloy-default/receipt.yaml | runs/live-kind-parity/grafana-alloy-default/receipt.yaml
grafana/alloy@1.8.2,no-crds,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/grafana/alloy/1.8.2,packages/grafana/alloy/1.8.2,recipes/grafana/alloy/1.8.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/grafana-alloy-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-alloy-1.8.2-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-alloy-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-alloy-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-alloy-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
grafana/grafana@10.5.15,existing-secret-ingress,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/grafana/grafana/10.5.15,packages/grafana/grafana/10.5.15,recipes/grafana/grafana/10.5.15/revisions/existing-secret-ingress/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/grafana-existing-secret-ingress-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-grafana-10.5.15-existing-secret-ingress/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-grafana-existing-secret-ingress/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-grafana-existing-secret-ingress/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-grafana-existing-secret-ingress/receipt.yaml | runs/live-kind-parity/grafana-grafana-existing-secret-ingress/receipt.yaml
grafana/grafana@10.5.15,generated-passwords,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/grafana/grafana/10.5.15,packages/grafana/grafana/10.5.15,recipes/grafana/grafana/10.5.15/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/grafana-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/grafana-generated-passwords/observation-receipt.json | runs/live-helm-confighub-compare/grafana-grafana-generated-passwords/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-grafana-generated-passwords/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-grafana-generated-passwords/receipt.yaml | runs/live-kind-parity/grafana-grafana-generated-passwords/receipt.yaml
grafana/loki@7.0.0,simple-scalable-minio,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/grafana/loki/7.0.0,packages/grafana/loki/7.0.0,recipes/grafana/loki/7.0.0/revisions/simple-scalable-minio/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/loki-simple-scalable-minio-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-loki-7.0.0-simple-scalable-minio/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-loki-simple-scalable-minio/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-loki-simple-scalable-minio/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-loki-simple-scalable-minio/receipt.yaml | runs/live-kind-parity/grafana-loki-simple-scalable-minio/receipt.yaml
grafana/loki@7.0.0,single-binary-filesystem,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/grafana/loki/7.0.0,packages/grafana/loki/7.0.0,recipes/grafana/loki/7.0.0/revisions/single-binary-filesystem/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/loki-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/loki-single-binary-filesystem/observation-receipt.json | runs/live-helm-confighub-compare/grafana-loki-single-binary-filesystem/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-loki-single-binary-filesystem/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-loki-single-binary-filesystem/receipt.yaml | runs/live-kind-parity/grafana-loki-single-binary-filesystem/receipt.yaml
grafana/promtail@6.17.1,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/grafana/promtail/6.17.1,packages/grafana/promtail/6.17.1,recipes/grafana/promtail/6.17.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/promtail-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-promtail-6.17.1-default/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-promtail-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-promtail-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-promtail-default/receipt.yaml | no two-cluster kind parity receipt in this repo
grafana/pyroscope@2.0.2,default,local-live,pass,pass,pass,missing,,,watch,watch,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/pyroscope/2.0.2,packages/grafana/pyroscope/2.0.2,recipes/grafana/pyroscope/2.0.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/pyroscope-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-pyroscope-2.0.2-default/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-pyroscope-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-pyroscope-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-pyroscope-default/receipt.yaml | no two-cluster kind parity receipt in this repo
grafana/pyroscope@2.0.2,ha,in-confighub,pass,pass,fail,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/pyroscope/2.0.2,packages/grafana/pyroscope/2.0.2,recipes/grafana/pyroscope/2.0.2/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/pyroscope-ha-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-pyroscope-2.0.2-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/pyroscope@2.0.2,no-crds,local-live,pass,pass,pass,missing,,,watch,watch,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/pyroscope/2.0.2,packages/grafana/pyroscope/2.0.2,recipes/grafana/pyroscope/2.0.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/pyroscope-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-pyroscope-2.0.2-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/grafana-pyroscope-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
grafana/rollout-operator@0.49.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/rollout-operator/0.49.0,packages/grafana/rollout-operator/0.49.0,recipes/grafana/rollout-operator/0.49.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rollout-operator-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-rollout-operator-0.49.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/grafana-rollout-operator-default/receipt.yaml | no two-cluster kind parity receipt in this repo
grafana/rollout-operator@0.49.0,no-crds,in-confighub,pass,pass,fail,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/rollout-operator/0.49.0,packages/grafana/rollout-operator/0.49.0,recipes/grafana/rollout-operator/0.49.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rollout-operator-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-rollout-operator-0.49.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
grafana/tempo@1.24.4,local-persistent,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/grafana/tempo/1.24.4,packages/grafana/tempo/1.24.4,recipes/grafana/tempo/1.24.4/revisions/local-persistent/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/tempo-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/tempo-local-persistent/observation-receipt.json | runs/live-helm-confighub-compare/grafana-tempo-local-persistent/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-tempo-local-persistent/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-tempo-local-persistent/receipt.yaml | runs/live-kind-parity/grafana-tempo-local-persistent/receipt.yaml
grafana/tempo@1.24.4,s3-query-observability,two-cluster-kind-parity,pass,pass,blocked,missing,,,watch,watch,pass,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/grafana/tempo/1.24.4,packages/grafana/tempo/1.24.4,recipes/grafana/tempo/1.24.4/revisions/s3-query-observability/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/tempo-s3-query-observability-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/grafana-tempo-1.24.4-s3-query-observability/observation-receipt.yaml | runs/live-helm-confighub-compare/grafana-tempo-s3-query-observability/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/grafana-tempo-s3-query-observability/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/grafana-tempo-s3-query-observability/receipt.yaml | runs/live-kind-parity/grafana-tempo-s3-query-observability/receipt.yaml
haproxytech/kubernetes-ingress@1.52.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/haproxytech/kubernetes-ingress/1.52.0,packages/haproxytech/kubernetes-ingress/1.52.0,recipes/haproxytech/kubernetes-ingress/1.52.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/haproxy-ingress-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/haproxytech-kubernetes-ingress-1.52.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/haproxytech-kubernetes-ingress-default/receipt.yaml | no two-cluster kind parity receipt in this repo
hashicorp/consul@2.0.0,default-control-plane,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/hashicorp/consul/2.0.0,packages/hashicorp/consul/2.0.0,recipes/hashicorp/consul/2.0.0/revisions/default-control-plane/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/consul-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/consul-default-control-plane/observation-receipt.json | runs/live-helm-confighub-compare/hashicorp-consul-default-control-plane/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/hashicorp-consul-default-control-plane/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/hashicorp-consul-default-control-plane/receipt.yaml | runs/live-kind-parity/hashicorp-consul-default-control-plane/receipt.yaml
